source,run_id,split,original_image_path,original_file_name,image_id,original_width,original_height,yolo_label,coco_category_id,category_name,score,raw_box_original_xyxy,preprocessing,crop_path,crop_box_xyxy,crop_width,crop_height
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,16,17,62,0.5749161839485168,"[175.53225708007812, 351.61212158203125, 233.39141845703125, 495.1919250488281]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_010_class_17_score_0p575.jpg,"[175, 351, 234, 496]",59,145
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,5,6,51,0.5467905402183533,"[383.0553283691406, 360.7657470703125, 417.6062316894531, 499.93719482421875]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_011_class_6_score_0p547.jpg,"[383, 360, 418, 500]",35,140
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,29,30,75,0.5418055057525635,"[498.1758728027344, 165.33824157714844, 532.0819702148438, 306.965087890625]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_012_class_30_score_0p542.jpg,"[498, 165, 533, 307]",35,142
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,6,7,52,0.5137963891029358,"[362.5166015625, 363.68719482421875, 393.70404052734375, 504.4959716796875]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_013_class_7_score_0p514.jpg,"[362, 363, 394, 505]",32,142
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,3,4,49,0.5085928440093994,"[88.15068054199219, 153.25537109375, 136.85400390625, 302.5776672363281]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_014_class_4_score_0p509.jpg,"[88, 153, 137, 303]",49,150
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,27,28,73,0.5058723092079163,"[428.4351806640625, 183.6212921142578, 460.37890625, 317.40380859375]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_015_class_28_score_0p506.jpg,"[428, 183, 461, 318]",33,135
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,7,8,53,0.46762195229530334,"[342.8589782714844, 361.593994140625, 363.31494140625, 486.70465087890625]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_016_class_8_score_0p468.jpg,"[342, 361, 364, 487]",22,126
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,26,27,72,0.4266493022441864,"[403.0747985839844, 174.2288360595703, 436.40496826171875, 331.7953186035156]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_017_class_27_score_0p427.jpg,"[403, 174, 437, 332]",34,158
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,21,22,67,0.42461416125297546,"[252.9150848388672, 161.28150939941406, 288.9457702636719, 341.0999755859375]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_018_class_22_score_0p425.jpg,"[252, 161, 289, 342]",37,181
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,14,15,60,0.4123522937297821,"[206.98358154296875, 362.9578552246094, 259.20660400390625, 502.6461486816406]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_019_class_15_score_0p412.jpg,"[206, 362, 260, 503]",54,141
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,13,14,59,0.39527297019958496,"[241.20550537109375, 360.22320556640625, 272.107421875, 503.32611083984375]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_020_class_14_score_0p395.jpg,"[241, 360, 273, 504]",32,144
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,30,31,76,0.39520952105522156,"[519.9342041015625, 149.3776092529297, 564.715087890625, 283.939208984375]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_021_class_31_score_0p395.jpg,"[519, 149, 565, 284]",46,135
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,25,26,71,0.36957648396492004,"[331.3486633300781, 193.4372100830078, 360.84796142578125, 349.41851806640625]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_022_class_26_score_0p370.jpg,"[331, 193, 361, 350]",30,157
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg,0,640,640,11,12,57,0.3287958800792694,"[357.1498718261719, 184.8953094482422, 384.1382751464844, 346.08599853515625]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate2-00098_jpg.rf.84a05e227522684a3fbc382976efa9b4.jpg/yolo_023_class_12_score_0p329.jpg,"[357, 184, 385, 347]",28,163
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,1,640,640,0,1,3M ESPE Implant,0.8905214667320251,"[132.74940490722656, 203.46168518066406, 177.21945190429688, 299.77020263671875]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg/yolo_000_class_1_score_0p891.jpg,"[132, 203, 178, 300]",46,97
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,1,640,640,18,19,64,0.7389524579048157,"[108.94982147216797, 305.54107666015625, 170.50064086914062, 404.5870361328125]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg/yolo_001_class_19_score_0p739.jpg,"[108, 305, 171, 405]",63,100
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,1,640,640,31,32,77,0.7297907471656799,"[479.3938293457031, 293.815185546875, 523.82421875, 377.9107971191406]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg/yolo_002_class_32_score_0p730.jpg,"[479, 293, 524, 378]",45,85
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,1,640,640,17,18,63,0.7233295440673828,"[137.44332885742188, 342.53985595703125, 197.50904846191406, 455.3052673339844]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg/yolo_003_class_18_score_0p723.jpg,"[137, 342, 198, 456]",61,114
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,1,640,640,29,30,75,0.6966357827186584,"[447.18756103515625, 196.5601806640625, 486.0715026855469, 300.67755126953125]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg/yolo_004_class_30_score_0p697.jpg,"[447, 196, 487, 301]",40,105
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,1,640,640,3,4,49,0.68980872631073,"[159.85946655273438, 210.50277709960938, 199.10235595703125, 325.0180358886719]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg/yolo_005_class_4_score_0p690.jpg,"[159, 210, 200, 326]",41,116
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,1,640,640,1,2,47,0.6759469509124756,"[451.2048034667969, 327.4539489746094, 505.6327819824219, 439.84765625]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg/yolo_006_class_2_score_0p676.jpg,"[451, 327, 506, 440]",55,113
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,1,640,640,6,7,52,0.6671204566955566,"[356.62200927734375, 372.2752685546875, 385.7217102050781, 498.8158264160156]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg/yolo_007_class_7_score_0p667.jpg,"[356, 372, 386, 499]",30,127
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,1,640,640,15,16,61,0.6427993178367615,"[187.5819549560547, 221.5088653564453, 227.5047607421875, 341.7877197265625]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg/yolo_008_class_16_score_0p643.jpg,"[187, 221, 228, 342]",41,121
yolo_two_stage,4ef020aad4,train,/work/data/classification_dataset/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg,1,640,640,2,3,48,0.6339772939682007,"[414.6143493652344, 347.1016845703125, 469.3982849121094, 470.5133056640625]","{'orig_w': 640, 'orig_h': 640, 'zoom_box': (32, 64, 608, 640), 'inference_w': 576, 'inference_h': 576, 'scale': 1.1111111111111112, 'new_w': 640, 'new_h': 640, 'pad_w': 0, 'pad_h': 0}",/work/scripts/detection_pipeline/inference pipelines/dataprep/prepared_tooth_crops/4ef020aad4/train/cate4-00001_jpg.rf.4783271f6cc246259775e4cdd0d49930.jpg/yolo_009_class_3_score_0p634.jpg,"[414, 347, 470, 471]",56,124
